,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
2502,1,62,2,2,2,4,acept,not furnished,R$720,"R$1,720",R$120,R$22,"R$2,582"
2503,1,47,1,1,1,5,not acept,furnished,R$515,"R$2,800",R$0,R$12,"R$3,327"
2504,0,44,2,1,1,3,acept,not furnished,R$192,"R$1,020",R$0,R$13,"R$1,225"
2505,0,43,1,1,1,13,acept,furnished,"R$1,150","R$2,000",R$76,R$26,"R$3,252"
2506,1,130,3,2,2,-,acept,not furnished,R$0,"R$3,400",R$299,R$52,"R$3,751"
2507,1,600,5,8,0,-,acept,furnished,R$0,"R$6,900","R$1,467",R$104,"R$8,471"
2508,1,84,3,3,2,15,acept,furnished,"R$1,300","R$8,700",R$375,R$111,"R$10,490"
2509,1,215,3,4,2,9,not acept,not furnished,"R$1,800","R$7,000",R$450,R$89,"R$9,339"
2510,1,230,4,5,4,7,acept,not furnished,"R$3,240","R$12,500",R$917,R$159,"R$16,820"
2511,1,90,2,1,1,-,not acept,not furnished,R$0,"R$1,450",R$34,R$22,"R$1,506"
2512,1,114,3,3,2,4,acept,not furnished,R$878,"R$2,400",R$272,R$31,"R$3,581"
2513,1,170,2,3,3,6,not acept,furnished,"R$2,500","R$5,950",R$417,R$76,"R$8,943"
2514,1,86,3,1,1,5,acept,furnished,"R$1,000","R$2,200",R$116,R$28,"R$3,344"
2515,1,350,3,4,4,-,acept,not furnished,R$0,"R$3,500",R$325,R$53,"R$3,878"
2516,1,325,4,5,4,1,acept,furnished,"R$4,950","R$15,000","R$2,209",R$191,"R$22,350"
2517,1,200,4,4,3,2,acept,furnished,"R$3,700","R$5,000",R$0,R$64,"R$8,764"
2518,1,364,4,5,4,2,acept,furnished,"R$2,199","R$5,500","R$3,243",R$70,"R$11,010"
2519,1,100,2,1,0,-,acept,not furnished,R$0,"R$1,800",R$275,R$28,"R$2,103"
2520,0,33,1,1,0,11,not acept,not furnished,R$290,R$600,R$10,R$8,R$908
2521,1,70,2,1,1,-,acept,not furnished,R$60,"R$2,100",R$0,R$32,"R$2,192"
2522,1,30,1,1,1,5,not acept,not furnished,R$610,"R$2,300",R$134,R$30,"R$3,074"
2523,1,285,4,4,4,9,acept,not furnished,"R$2,750","R$8,000","R$1,750",R$102,"R$12,600"
2524,1,52,2,1,1,6,not acept,not furnished,R$596,"R$2,264",R$38,R$29,"R$2,927"
2525,1,400,4,3,2,-,acept,not furnished,R$0,"R$3,390",R$400,R$43,"R$3,833"
2526,1,102,3,2,2,1,acept,not furnished,"R$1,300","R$2,000",R$284,R$26,"R$3,610"
2527,1,50,1,1,0,-,not acept,not furnished,Sem info,"R$1,300",R$100,R$20,"R$1,420"
2528,1,28,1,1,1,4,not acept,furnished,R$537,"R$3,076",R$80,R$39,"R$3,732"
2529,1,58,1,1,1,2,acept,furnished,"R$1,500","R$2,800",R$334,R$36,"R$4,670"
2530,1,32,1,1,0,6,acept,not furnished,R$350,"R$1,600",R$0,R$21,"R$1,971"
2531,1,52,2,1,1,3,not acept,not furnished,R$450,"R$2,400",R$78,R$31,"R$2,959"
2532,1,210,5,4,1,-,acept,not furnished,R$0,"R$15,000","R$1,667",R$226,"R$16,890"
2533,0,244,5,7,4,12,acept,not furnished,"R$1,600","R$8,000",R$500,R$102,"R$10,200"
2534,1,170,3,4,2,5,not acept,furnished,"R$1,850","R$4,600",R$359,R$59,"R$6,868"
2535,1,163,3,3,4,7,acept,furnished,"R$2,900","R$9,000",R$830,R$115,"R$12,850"
2536,1,107,2,1,0,1,acept,not furnished,R$480,"R$4,950",R$55,R$63,"R$5,548"
2537,1,90,3,2,2,1,acept,furnished,R$950,"R$2,800",R$234,R$36,"R$4,020"
2538,1,120,3,4,0,-,acept,not furnished,R$250,"R$3,200",R$226,R$41,"R$3,717"
2539,1,264,4,4,4,9,acept,not furnished,"R$3,200","R$14,450","R$1,792",R$184,"R$19,630"
2540,0,47,1,1,1,6,acept,furnished,R$590,"R$2,700",R$120,R$35,"R$3,445"
2541,1,278,4,4,1,6,acept,not furnished,"R$2,118","R$6,000",R$547,R$77,"R$8,742"
2542,0,56,2,1,1,2,acept,not furnished,R$420,"R$1,050",R$24,R$14,"R$1,508"
2543,1,22,1,1,0,25,acept,not furnished,R$385,"R$2,100",R$40,R$27,"R$2,552"
2544,1,49,1,1,0,4,acept,furnished,R$350,"R$3,000",R$0,R$39,"R$3,389"
2545,1,150,3,4,1,-,acept,not furnished,R$0,"R$4,250",R$491,R$64,"R$4,805"
2546,1,30,1,1,0,3,not acept,not furnished,R$340,R$920,R$0,R$12,"R$1,272"
2547,1,200,3,2,2,-,acept,furnished,R$0,"R$4,700",R$184,R$71,"R$4,955"
2548,0,93,3,2,2,4,acept,not furnished,"R$1,459","R$2,300",R$191,R$30,"R$3,980"
2549,1,73,2,2,1,15,acept,not furnished,R$700,"R$1,350",R$150,R$18,"R$2,218"
2550,1,130,3,2,1,6,acept,not furnished,"R$1,550","R$5,500",R$300,R$70,"R$7,420"
2551,1,280,3,2,0,7,acept,not furnished,"R$2,300","R$3,000",R$417,R$39,"R$5,756"
2552,1,37,1,1,1,6,not acept,furnished,R$510,"R$2,734",R$0,R$11,"R$3,255"
2553,1,330,4,3,0,9,acept,not furnished,"R$4,400","R$10,000","R$1,084",R$127,"R$15,610"
2554,1,85,2,2,0,-,acept,not furnished,R$0,"R$1,700",R$0,R$26,"R$1,726"
2555,1,49,2,1,1,5,acept,not furnished,R$300,"R$1,700",R$21,R$22,"R$2,043"
2556,1,44,2,1,1,17,acept,not furnished,R$394,"R$1,481",R$0,R$5,"R$1,880"
2557,0,89,3,1,1,5,not acept,not furnished,R$820,"R$2,050",R$150,R$26,"R$3,046"
2558,1,52,1,1,1,15,not acept,furnished,"R$1,218","R$5,000",R$284,R$64,"R$6,566"
2559,1,70,2,2,2,6,not acept,not furnished,"R$1,214","R$2,748",R$144,R$35,"R$4,141"
2560,1,78,2,2,1,8,acept,not furnished,R$586,"R$1,680",R$63,R$22,"R$2,351"
2561,1,240,7,3,4,-,acept,not furnished,R$0,"R$6,000",R$834,R$91,"R$6,925"
2562,1,140,3,2,2,13,acept,not furnished,"R$1,700","R$4,700",R$686,R$60,"R$7,146"
2563,1,300,4,6,4,20,acept,not furnished,"R$3,700","R$12,000","R$1,584",R$153,"R$17,440"
2564,1,119,3,2,2,-,acept,not furnished,R$0,"R$2,860",R$207,R$43,"R$3,110"
2565,1,195,4,2,3,15,acept,not furnished,"R$1,475","R$2,500",R$307,R$32,"R$4,314"
2566,1,95,2,2,0,1,acept,furnished,R$621,"R$1,550",R$82,R$20,"R$2,273"
2567,1,51,1,1,0,11,acept,furnished,R$900,"R$4,950",R$125,R$63,"R$6,038"
2568,1,680,4,5,8,-,acept,not furnished,Sem info,"R$10,000",R$217,R$151,"R$10,370"
2569,1,82,3,2,2,5,acept,not furnished,R$915,"R$2,100",R$252,R$27,"R$3,294"
2570,1,198,3,3,1,4,acept,furnished,"R$3,200","R$10,000",R$363,R$127,"R$13,690"
2571,1,75,2,3,2,10,acept,not furnished,"R$1,642","R$6,000",R$400,R$77,"R$8,119"
2572,1,320,4,3,4,5,acept,not furnished,"R$3,000","R$5,200",R$292,R$66,"R$8,558"
2573,1,200,3,3,2,7,acept,not furnished,"R$3,000","R$4,000",R$770,R$51,"R$7,821"
2574,1,67,2,2,1,14,not acept,not furnished,R$940,"R$1,350",R$94,R$18,"R$2,402"
2575,1,220,4,2,1,2,not acept,not furnished,"R$1,340","R$6,000",R$17,R$77,"R$7,434"
2576,0,284,4,3,3,4,acept,not furnished,"R$2,340","R$6,000",R$483,R$77,"R$8,900"
2577,1,80,3,1,1,15,acept,not furnished,R$820,"R$2,250",R$44,R$29,"R$3,143"
2578,1,170,3,3,3,-,acept,not furnished,R$0,"R$4,200",R$239,R$64,"R$4,503"
2579,1,145,3,3,0,1,acept,furnished,"R$1,856","R$3,738",R$445,R$48,"R$6,087"
2580,1,64,2,2,2,4,acept,furnished,"R$1,300","R$4,500",R$440,R$58,"R$6,298"
2581,1,390,4,4,4,-,acept,not furnished,R$0,"R$8,000","R$1,305",R$121,"R$9,426"
2582,0,50,1,1,1,10,not acept,not furnished,R$718,"R$1,600",R$13,R$21,"R$2,352"
2583,1,64,2,2,1,7,not acept,not furnished,"R$1,182","R$6,950",R$276,R$89,"R$8,497"
2584,1,40,1,1,0,-,not acept,not furnished,R$180,R$850,R$41,R$11,"R$1,082"
2585,1,65,2,2,1,-,not acept,not furnished,R$120,"R$1,850",R$0,R$28,"R$1,998"
2586,0,78,2,1,0,1,acept,not furnished,R$325,R$800,R$48,R$11,"R$1,184"
2587,1,42,1,1,1,5,acept,not furnished,R$330,"R$2,100",R$107,R$27,"R$2,564"
2588,1,50,1,1,1,-,acept,not furnished,R$0,"R$1,750",R$0,R$27,"R$1,777"
2589,1,49,2,1,1,14,acept,not furnished,R$460,"R$1,800",R$105,R$23,"R$2,388"
2590,1,46,2,1,1,6,acept,not furnished,R$280,"R$1,434",R$9,R$19,"R$1,742"
2591,1,32,1,1,0,7,acept,not furnished,R$300,"R$1,800",R$0,R$23,"R$2,123"
2592,1,360,7,6,6,-,acept,not furnished,R$0,"R$5,270",R$245,R$80,"R$5,595"
2593,1,37,1,1,0,-,not acept,not furnished,R$0,"R$1,180",R$57,R$7,"R$1,244"
2594,1,54,1,1,0,5,acept,not furnished,R$730,"R$1,500",R$0,R$20,"R$2,250"
2595,1,124,3,2,1,4,not acept,furnished,"R$1,070","R$2,750",R$289,R$35,"R$4,144"
2596,1,114,3,2,2,9,acept,not furnished,R$900,"R$3,780",R$100,R$48,"R$4,828"
2597,0,101,3,2,1,5,acept,not furnished,R$780,"R$2,800",R$91,R$36,"R$3,707"
2598,1,450,5,5,4,-,not acept,not furnished,R$0,"R$5,740",R$520,R$87,"R$6,347"
2599,1,126,2,2,2,8,acept,not furnished,"R$1,000","R$2,300",R$263,R$30,"R$3,593"
2600,1,54,2,1,1,2,not acept,not furnished,R$350,"R$1,869",R$0,R$7,"R$2,226"
2601,1,48,2,1,1,10,acept,not furnished,R$400,"R$1,650",R$51,R$21,"R$2,122"
2602,1,280,3,5,3,-,acept,not furnished,Sem info,"R$5,700",R$436,R$86,"R$6,222"
2603,1,164,3,4,2,13,acept,not furnished,"R$2,900","R$12,500",R$915,R$159,"R$16,470"
2604,1,113,3,1,1,5,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
2605,1,72,3,2,2,10,acept,not furnished,R$560,"R$3,500",R$185,R$45,"R$4,290"
2606,1,500,4,3,5,-,not acept,furnished,R$0,"R$12,000",R$84,R$181,"R$12,270"
2607,0,140,2,1,1,7,acept,not furnished,R$870,"R$2,600",R$580,R$33,"R$4,083"
2608,1,260,4,5,5,3,acept,not furnished,"R$3,428","R$11,000","R$2,441",R$140,"R$17,010"
2609,1,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12,R$809
2610,0,62,2,1,1,3,acept,not furnished,R$480,R$650,R$69,R$9,"R$1,208"
2611,1,42,1,2,1,6,not acept,not furnished,R$690,"R$2,500","R$313,700",R$32,"R$316,900"
2612,1,565,4,5,6,-,acept,furnished,"R$2,337","R$14,850","R$2,112",R$224,"R$19,520"
2613,1,500,5,5,8,1,acept,not furnished,Sem info,"R$9,800",R$92,R$148,"R$10,040"
2614,1,178,3,5,2,8,acept,not furnished,"R$2,400","R$2,468",R$342,R$32,"R$5,242"
2615,1,30,1,1,0,15,not acept,not furnished,R$700,"R$1,650",R$0,R$25,"R$2,375"
2616,1,250,3,3,2,-,acept,not furnished,R$0,"R$9,500",R$609,R$143,"R$10,250"
2617,1,35,1,1,0,1,not acept,not furnished,R$250,"R$1,305",R$0,R$17,"R$1,572"
2618,1,120,2,3,2,5,acept,furnished,"R$1,800","R$11,500",R$250,R$146,"R$13,700"
2619,1,190,4,4,2,4,acept,not furnished,"R$2,000","R$3,200",R$134,R$41,"R$5,375"
2620,1,420,4,6,4,1,not acept,not furnished,"R$4,200","R$14,000","R$1,417",R$178,"R$19,800"
2621,1,40,1,1,0,-,not acept,not furnished,R$0,"R$1,350",R$80,R$21,"R$1,451"
2622,1,57,2,1,1,3,acept,not furnished,R$526,"R$1,300",R$3,R$17,"R$1,846"
2623,1,38,1,1,0,19,not acept,not furnished,R$583,"R$1,000",R$46,R$13,"R$1,642"
2624,1,174,3,4,1,-,acept,furnished,R$0,"R$5,054",R$439,R$26,"R$5,519"
2625,0,92,2,3,2,5,not acept,not furnished,"R$1,260","R$4,200",R$275,R$54,"R$5,789"
2626,0,80,3,1,4,-,acept,not furnished,R$0,"R$5,500",R$0,R$83,"R$5,583"
2627,1,50,1,2,1,3,acept,furnished,"R$1,085","R$2,826",R$39,R$9,"R$3,959"
2628,1,100,3,2,2,2,acept,not furnished,"R$1,800","R$2,000",R$422,R$26,"R$4,248"
2629,1,70,2,1,2,7,acept,not furnished,R$543,"R$1,400",R$156,R$18,"R$2,117"
2630,1,210,4,2,2,-,acept,not furnished,R$0,"R$8,000",R$684,R$121,"R$8,805"
2631,1,35,1,1,0,5,not acept,not furnished,R$400,"R$1,900",R$50,R$25,"R$2,375"
2632,1,50,2,3,0,-,not acept,not furnished,R$0,"R$1,740",R$84,R$27,"R$1,851"
2633,1,109,3,2,1,11,not acept,not furnished,"R$1,400","R$4,250",R$109,R$54,"R$5,813"
2634,1,80,2,3,0,6,acept,not furnished,"R$1,312","R$3,300",R$427,R$42,"R$5,081"
2635,0,69,2,1,1,2,acept,not furnished,R$270,R$800,R$40,R$11,"R$1,121"
2636,1,253,4,5,3,16,acept,not furnished,"R$2,100","R$4,100",R$0,R$52,"R$6,252"
2637,1,74,2,2,1,9,not acept,furnished,"R$1,000","R$5,850",R$300,R$75,"R$7,225"
2638,0,210,3,3,0,-,acept,not furnished,R$0,"R$3,050",R$300,R$46,"R$3,396"
2639,1,70,3,2,1,3,acept,not furnished,R$380,"R$1,290",R$92,R$17,"R$1,779"
2640,1,390,3,3,3,1,acept,not furnished,"R$3,056","R$6,700",R$687,R$85,"R$10,530"
2641,1,30,1,1,0,9,not acept,furnished,R$385,"R$1,965",R$459,R$25,"R$2,834"
2642,1,76,3,2,2,8,acept,furnished,R$679,"R$3,500",R$201,R$45,"R$4,425"
2643,1,128,2,3,1,4,acept,not furnished,R$755,"R$4,339",R$85,R$55,"R$5,234"
2644,1,50,1,1,0,-,not acept,not furnished,R$0,"R$1,200",R$84,R$19,"R$1,303"
2645,1,100,2,2,1,10,acept,furnished,"R$1,300","R$1,979",R$225,R$26,"R$3,530"
2646,1,237,3,5,3,8,acept,furnished,"R$2,200","R$5,500",R$917,R$70,"R$8,687"
2647,0,80,2,1,1,3,acept,not furnished,R$418,"R$1,000",R$0,R$13,"R$1,431"
2648,1,108,3,2,2,3,not acept,not furnished,R$823,"R$3,000",R$350,R$39,"R$4,212"
2649,1,50,1,1,0,6,not acept,not furnished,R$467,"R$1,209",R$129,R$8,"R$1,813"
2650,1,70,1,1,0,-,acept,not furnished,R$0,"R$1,475",R$90,R$23,"R$1,588"
2651,1,156,3,3,5,-,not acept,not furnished,R$0,"R$4,000",R$0,R$34,"R$4,034"
2652,1,217,3,4,4,17,acept,furnished,"R$2,400","R$14,500",R$910,R$184,"R$17,990"
2653,1,82,3,2,2,2,acept,not furnished,"R$1,100","R$1,500",R$159,R$20,"R$2,779"
2654,1,52,2,1,1,7,acept,not furnished,R$590,"R$1,200",R$65,R$16,"R$1,871"
2655,1,620,4,5,5,8,acept,not furnished,"R$7,963","R$15,000","R$5,160",R$191,"R$28,310"
2656,1,320,3,4,4,7,acept,furnished,"R$3,440","R$15,000","R$1,659",R$191,"R$20,290"
2657,0,66,2,2,1,2,not acept,furnished,R$536,"R$2,270",R$76,R$29,"R$2,911"
2658,1,200,4,4,4,-,acept,not furnished,R$0,"R$4,500",R$450,R$68,"R$5,018"
2659,1,113,2,2,1,6,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
2660,1,170,4,2,1,3,acept,furnished,"R$2,437","R$5,200",R$570,R$66,"R$8,273"
2661,1,45,1,1,1,3,acept,not furnished,R$520,"R$3,200",R$105,R$41,"R$3,866"
2662,0,47,1,1,0,2,acept,not furnished,R$426,R$420,R$260,R$6,"R$1,112"
2663,1,80,2,1,1,18,not acept,not furnished,R$550,"R$1,500",R$167,R$20,"R$2,237"
2664,1,260,3,5,4,12,acept,not furnished,"R$2,227","R$7,000","R$1,468",R$89,"R$10,780"
2665,1,122,3,2,3,11,acept,not furnished,"R$1,415","R$1,650",R$334,R$21,"R$3,420"
2666,1,84,3,2,2,7,not acept,not furnished,R$900,"R$2,640",R$740,R$34,"R$4,314"
2667,1,28,1,1,0,9,not acept,furnished,R$390,"R$2,300",R$59,R$30,"R$2,779"
2668,1,155,2,3,2,-,acept,not furnished,R$0,"R$4,000",R$377,R$61,"R$4,438"
2669,1,58,2,1,1,2,acept,furnished,R$590,"R$1,805",R$150,R$23,"R$2,568"
2670,1,52,2,1,1,3,not acept,not furnished,R$340,"R$1,138",R$0,R$9,"R$1,487"
2671,0,75,2,1,2,1,acept,not furnished,"R$1,250","R$1,600",R$135,R$21,"R$3,006"
2672,0,72,3,1,1,1,acept,furnished,R$470,"R$1,075",R$49,R$14,"R$1,608"
2673,1,260,3,4,4,4,acept,furnished,"R$5,000","R$12,000",R$0,R$153,"R$17,150"
2674,1,35,1,1,0,1,not acept,furnished,Incluso,"R$1,650",R$0,R$21,"R$1,671"
2675,1,25,1,1,1,8,acept,furnished,R$0,"R$4,000",R$0,R$51,"R$4,051"
2676,1,216,4,5,3,2,acept,furnished,"R$2,300","R$3,000","R$1,084",R$39,"R$6,423"
2677,1,215,4,6,3,2,acept,furnished,"R$2,100","R$5,700",R$959,R$73,"R$8,832"
2678,1,750,4,6,2,-,acept,not furnished,R$0,"R$15,000","R$2,041",R$226,"R$17,270"
2679,1,80,2,2,2,-,acept,not furnished,R$50,"R$1,850",R$173,R$28,"R$2,101"
2680,0,50,1,1,1,5,not acept,furnished,R$750,"R$1,160",R$185,R$15,"R$2,110"
2681,0,50,2,1,1,2,acept,not furnished,R$530,"R$1,200",R$109,R$16,"R$1,855"
2682,1,340,2,4,3,14,acept,not furnished,"R$4,900","R$15,000",R$917,R$191,"R$21,010"
2683,1,126,4,3,4,-,acept,not furnished,R$0,"R$3,300",R$167,R$50,"R$3,517"
2684,1,450,4,6,2,-,acept,not furnished,R$0,"R$4,900",R$486,R$74,"R$5,460"
2685,1,32,1,1,0,1,acept,not furnished,R$400,"R$1,990",R$0,R$26,"R$2,416"
2686,1,142,3,2,1,14,acept,not furnished,"R$1,950","R$8,500",R$194,R$108,"R$10,750"
2687,1,70,2,2,1,14,acept,not furnished,R$849,"R$4,500",R$150,R$58,"R$5,557"
2688,1,278,4,5,2,16,acept,furnished,"R$4,052","R$9,000","R$1,261",R$115,"R$14,430"
2689,0,130,3,2,1,7,acept,not furnished,"R$1,000","R$2,500",R$100,R$32,"R$3,632"
2690,1,245,4,4,2,16,acept,not furnished,"R$2,633","R$7,400",R$527,R$94,"R$10,650"
2691,1,50,2,1,0,-,not acept,not furnished,R$0,"R$1,100",R$80,R$17,"R$1,197"
2692,1,61,1,2,1,9,acept,furnished,R$866,"R$5,100",R$250,R$65,"R$6,281"
2693,1,30,1,1,0,3,acept,not furnished,R$380,"R$1,700",R$0,R$22,"R$2,102"
2694,1,135,3,3,1,10,acept,furnished,"R$1,600","R$4,300",R$250,R$55,"R$6,205"
2695,1,20,1,1,0,2,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
2696,1,160,3,3,2,10,acept,not furnished,"R$1,229","R$4,000",R$390,R$51,"R$5,670"
2697,0,97,1,1,0,12,acept,not furnished,R$468,R$750,R$61,R$10,"R$1,289"
2698,0,45,1,1,1,3,acept,furnished,R$492,"R$1,320",R$28,R$17,"R$1,857"
2699,0,45,1,1,0,14,not acept,not furnished,R$285,R$500,R$0,R$7,R$792
2700,1,462,4,4,0,-,acept,furnished,R$0,"R$10,000","R$2,700",R$151,"R$12,850"
2701,1,110,2,2,1,1,acept,not furnished,R$150,"R$3,000",R$250,R$46,"R$3,446"
2702,1,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12,R$809
2703,1,149,4,1,3,12,not acept,not furnished,"R$1,771","R$7,500",R$624,R$96,"R$9,991"
2704,1,320,3,3,4,-,acept,not furnished,"R$1,700","R$4,320",R$142,R$65,"R$6,227"
2705,1,126,3,4,3,6,acept,not furnished,"R$2,500","R$3,200",R$579,R$41,"R$6,320"
2706,1,353,5,7,5,12,acept,not furnished,"R$4,800","R$10,000","R$1,917",R$127,"R$16,840"
2707,1,35,2,1,0,8,acept,not furnished,R$340,"R$1,890",R$30,R$24,"R$2,284"
2708,1,52,1,1,1,11,acept,not furnished,R$730,"R$2,100",R$38,R$27,"R$2,895"
2709,1,190,4,3,2,1,acept,not furnished,"R$2,700","R$7,700","R$1,305",R$98,"R$11,800"
2710,1,89,2,2,2,8,acept,furnished,"R$1,440","R$7,700",R$351,R$98,"R$9,589"
2711,1,49,1,2,0,1,acept,not furnished,R$0,"R$1,300",R$0,R$17,"R$1,317"
2712,1,133,4,3,0,1,acept,not furnished,R$550,"R$3,800",R$309,R$49,"R$4,708"
2713,1,150,3,4,3,1,acept,furnished,"R$1,300","R$5,500",R$834,R$70,"R$7,704"
2714,1,400,4,3,4,-,acept,furnished,R$0,"R$9,000",R$998,R$136,"R$10,130"
2715,1,480,4,4,4,12,acept,furnished,"R$6,500","R$15,000","R$2,084",R$191,"R$23,780"
2716,1,90,2,3,0,11,not acept,not furnished,"R$1,205","R$3,800",R$155,R$49,"R$5,209"
2717,1,90,2,2,0,-,acept,not furnished,R$0,"R$1,950",R$125,R$30,"R$2,105"
2718,1,450,4,4,3,7,acept,not furnished,"R$5,096","R$10,000",R$0,R$127,"R$15,220"
2719,1,80,3,2,2,11,acept,not furnished,R$890,"R$3,100",R$90,R$40,"R$4,120"
2720,1,48,2,1,1,6,acept,not furnished,R$480,"R$1,510",R$0,R$20,"R$2,010"
2721,0,55,1,1,1,5,not acept,not furnished,R$907,R$680,R$79,R$9,"R$1,675"
2722,1,109,2,2,2,14,acept,not furnished,"R$1,550","R$7,900",R$638,R$101,"R$10,190"
2723,1,100,2,3,1,4,acept,furnished,"R$1,200","R$2,070",R$42,R$27,"R$3,339"
2724,1,185,2,3,3,8,acept,not furnished,"R$2,600","R$7,500",R$834,R$96,"R$11,030"
2725,1,45,2,1,1,1,acept,not furnished,R$443,"R$1,510",R$0,R$6,"R$1,959"
2726,0,308,3,4,4,-,acept,not furnished,R$0,"R$8,000",R$478,R$121,"R$8,599"
2727,1,210,4,4,3,5,acept,furnished,"R$2,800","R$5,000",R$917,R$64,"R$8,781"
2728,0,82,3,2,1,6,acept,not furnished,R$825,"R$1,500",R$142,R$20,"R$2,487"
2729,1,380,4,4,2,-,acept,not furnished,R$0,"R$5,500","R$1,000",R$83,"R$6,583"
2730,1,90,2,2,1,-,acept,not furnished,R$0,"R$2,600",R$0,R$40,"R$2,640"
2731,1,220,4,4,3,4,not acept,furnished,"R$2,200","R$4,930",R$809,R$63,"R$8,002"
2732,1,45,1,2,1,10,not acept,furnished,R$700,"R$3,000",R$141,R$39,"R$3,880"
2733,1,120,3,2,4,8,acept,not furnished,"R$1,365","R$4,500",R$398,R$58,"R$6,321"
2734,0,70,3,2,2,2,acept,furnished,R$359,"R$2,080",R$74,R$27,"R$2,540"
2735,1,64,2,2,2,8,acept,not furnished,R$450,"R$2,800",R$30,R$36,"R$3,316"
2736,1,57,2,1,1,7,acept,not furnished,R$750,"R$1,447",R$0,R$19,"R$2,216"
2737,1,45,1,1,1,11,not acept,not furnished,R$363,"R$2,705",Incluso,R$25,"R$3,175"
2738,1,160,3,4,3,-,acept,not furnished,R$0,"R$2,850",R$475,R$43,"R$3,368"
2739,1,55,2,2,1,-,acept,not furnished,R$0,"R$1,550",R$0,R$24,"R$1,574"
2740,1,50,1,1,1,-,acept,not furnished,R$0,R$900,R$59,R$14,R$973
2741,1,60,2,1,1,11,not acept,not furnished,R$366,"R$1,592",R$0,R$7,"R$1,965"
2742,1,140,5,4,1,-,acept,not furnished,R$0,"R$2,500",R$0,R$38,"R$2,538"
2743,1,287,4,5,3,-,acept,not furnished,Sem info,"R$10,000",R$955,R$151,"R$11,110"
2744,1,35,1,1,1,7,acept,not furnished,R$405,"R$3,050",R$25,R$39,"R$3,519"
2745,1,108,3,2,2,6,acept,not furnished,"R$1,200","R$5,600",R$275,R$71,"R$7,146"
2746,1,480,4,7,8,-,acept,not furnished,R$0,"R$14,000","R$2,186",R$211,"R$16,400"
2747,1,51,2,2,1,18,acept,not furnished,R$382,"R$1,800",R$0,R$23,"R$2,205"
2748,1,290,2,3,4,12,acept,furnished,"R$2,600","R$6,000","R$1,067",R$77,"R$9,744"
2749,1,130,3,2,1,-,not acept,not furnished,Incluso,"R$2,500",R$421,R$38,"R$2,959"
2750,0,55,1,1,1,7,not acept,not furnished,R$200,"R$2,000",R$9,R$26,"R$2,235"
2751,1,35,1,1,0,-,not acept,furnished,Incluso,"R$1,550",R$0,R$20,"R$1,570"
2752,1,50,3,2,0,-,acept,not furnished,R$0,"R$1,300",R$100,R$20,"R$1,420"
2753,0,129,3,2,2,1,acept,not furnished,"R$1,411","R$3,310",R$235,R$42,"R$4,998"
2754,1,46,1,1,0,9,acept,not furnished,R$600,"R$2,067",R$0,R$21,"R$2,716"
2755,1,228,3,4,3,12,not acept,furnished,"R$1,137","R$4,800",R$513,R$61,"R$6,511"
2756,1,131,3,2,1,8,acept,not furnished,"R$2,100","R$2,400",R$184,R$31,"R$4,715"
2757,0,36,1,1,0,4,not acept,not furnished,R$300,R$500,R$10,R$7,R$817
2758,1,122,3,2,1,9,acept,not furnished,"R$1,766","R$5,800",R$279,R$74,"R$7,919"
2759,1,100,2,2,0,6,not acept,not furnished,R$400,"R$1,900",R$0,R$25,"R$2,325"
2760,1,100,2,2,3,-,acept,not furnished,R$0,"R$3,500",R$642,R$53,"R$4,195"
2761,1,240,4,5,4,15,acept,furnished,"R$3,700","R$13,500","R$1,000",R$172,"R$18,370"
2762,1,36,1,1,0,3,not acept,furnished,R$460,"R$2,700",R$40,R$35,"R$3,235"
2763,1,85,2,1,1,1,acept,not furnished,R$400,"R$1,600",R$0,R$21,"R$2,021"
2764,1,223,4,4,5,-,acept,furnished,R$0,"R$5,000",R$472,R$76,"R$5,548"
2765,1,195,3,2,3,-,acept,not furnished,R$0,"R$2,255",R$0,R$34,"R$2,289"
2766,1,170,3,2,1,5,acept,not furnished,R$860,"R$6,500",R$110,R$83,"R$7,553"
2767,1,180,3,3,2,1,acept,not furnished,"R$2,000","R$4,800",R$500,R$61,"R$7,361"
2768,1,22,1,1,0,1,not acept,furnished,R$300,R$900,R$40,R$12,"R$1,252"
2769,1,140,2,2,2,13,acept,not furnished,R$756,"R$2,999",R$200,R$38,"R$3,993"
2770,1,350,3,4,4,-,acept,furnished,R$0,"R$15,000","R$1,234",R$226,"R$16,460"
2771,1,150,3,3,2,8,not acept,furnished,Incluso,"R$13,500",R$0,R$172,"R$13,670"
2772,0,411,4,5,4,-,acept,not furnished,R$0,"R$5,500",R$667,R$83,"R$6,250"
2773,0,900,3,6,8,-,acept,not furnished,"R$2,000","R$15,000","R$1,834",R$226,"R$19,060"
2774,1,39,1,1,1,15,acept,furnished,R$543,"R$3,500",R$144,R$45,"R$4,232"
2775,1,182,3,2,2,-,acept,not furnished,R$0,"R$2,600",R$622,R$40,"R$3,262"
2776,1,270,5,3,2,-,acept,furnished,R$0,"R$3,150",R$0,R$48,"R$3,198"
